,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
442,442,이가원,한식,051-631-2110,부산광역시 부산진구 범천동 854-3 9층,"부산광역시 부산진구 황령대로 12, 9층 (범천동)",387768.362894747,185095.189001815,영업/정상,,부산진구,범천동,범천동 이가원,범천동 이가원 051-631-2110,
447,447,코지(COZY),한식,051-816-9877,부산광역시 부산진구 전포동 671-10 (2층),"부산광역시 부산진구 서전로46번길 22 (전포동,(2층))",388066.038913878,186124.098820161,영업/정상,,부산진구,전포동,전포동 코지(COZY),전포동 코지(COZY) 051-816-9877,
450,450,다연,호프/통닭,051-8070972,부산광역시 부산진구 부전동 475-22,부산광역시 부산진구 부전로96번길 44 (부전동),387362.416903935,186321.408696264,영업/정상,,부산진구,부전동,부전동 다연,부전동 다연 051-8070972,
454,454,중국성,중국식,051-8033060,부산광역시 부산진구 초읍동 278-11번지,부산광역시 부산진구 초읍천로108번길 49-1 (초읍동),386400.884825134,188618.715563941,영업/정상,https://pcmap.place.naver.com/restaurant/32010271/review/visitor#,부산진구,초읍동,초읍동 중국성,초읍동 중국성 051-8033060,
456,456,예의없는놈들,한식,051-6466300,부산광역시 부산진구 범천동 879-2,"부산광역시 부산진구 중앙대로 584, 3층 311(일부)호 (범천동, 서면베르빌2)",387513.675143586,184825.965976069,영업/정상,,부산진구,범천동,범천동 예의없는놈들,범천동 예의없는놈들 051-6466300,
459,459,토마토도시락(서면점),김밥(도시락),051-8070767,부산광역시 부산진구 전포동 683-11,"부산광역시 부산진구 동천로 70, 1층 105호 (전포동, 쌍용플래티넘)",387884.134562506,185923.837553854,영업/정상,https://pcmap.place.naver.com/restaurant/1605325626/review/visitor#,부산진구,전포동,전포동 토마토도시락(서면점),전포동 토마토도시락(서면점) 051-8070767,
463,463,땅땅치킨부전전포점,통닭(치킨),051-804-5665,부산광역시 부산진구 전포동 876-4,"부산광역시 부산진구 중앙대로 786, 101호 (전포동, 에메랄드홈상가)",387908.119183991,186683.255444045,영업/정상,,부산진구,전포동,전포동 땅땅치킨부전전포점,전포동 땅땅치킨부전전포점 051-804-5665,
466,466,신진성아구찜해물찜,식육(숯불구이),051-891-5020,부산광역시 부산진구 가야동 599-10번지 (1층),"부산광역시 부산진구 냉정로 272 (가야동,(1층))",384870.26769283,185413.574352993,영업/정상,https://pcmap.place.naver.com/restaurant/35195008/review/visitor#,부산진구,가야동,가야동 신진성아구찜해물찜,가야동 신진성아구찜해물찜 051-891-5020,
469,469,오레노카츠 서면점,한식,051-818-5933,부산광역시 부산진구 부전동 149-4 (1층),"부산광역시 부산진구 서전로 20-1 (부전동,(1층))",387810.493705234,186214.696377623,영업/정상,https://pcmap.place.naver.com/restaurant/16437028/review/visitor#,부산진구,부전동,부전동 오레노카츠 서면점,부전동 오레노카츠 서면점 051-818-5933,
473,473,"그때,그집",호프/통닭,051-819-1225,부산광역시 부산진구 부암동 63-3,부산광역시 부산진구 시민공원로 11 (부암동),386801.129468762,186820.6865568,영업/정상,,부산진구,부암동,"부암동 그때,그집","부암동 그때,그집 051-819-1225",
478,478,녹두 빈대떡,한식,051-8661314,부산광역시 부산진구 양정동 389-6번지,부산광역시 부산진구 중앙대로909번길 29 (양정동),388445.197848597,187894.814361672,영업/정상,,부산진구,양정동,양정동 녹두 빈대떡,양정동 녹두 빈대떡 051-8661314,
500,0,바이미포미(BY ME FO ME),한식,051-9216979,부산광역시 부산진구 양정동 274-10,"부산광역시 부산진구 진연로9번길 72, 1층 (양정동)",388686.016343849,188266.050314804,영업/정상,,부산진구,양정동,양정동 바이미포미(BY ME FO ME),양정동 바이미포미(BY ME FO ME) 051-9216979,
506,6,가야산곰장어,한식,051-8961318,부산광역시 부산진구 가야동 378-12,"부산광역시 부산진구 가야대로 602, 1층 (가야동)",385600.069821593,185844.798903222,영업/정상,,부산진구,가야동,가야동 가야산곰장어,가야동 가야산곰장어 051-8961318,
508,8,소문난장터돼지국밥,한식,051-8065450,부산광역시 부산진구 전포동 657-8,"부산광역시 부산진구 동천로132번길 24, 1층 (전포동)",387942.334356502,186533.04522586,영업/정상,https://pcmap.place.naver.com/restaurant/1000826688/review/visitor#,부산진구,전포동,전포동 소문난장터돼지국밥,전포동 소문난장터돼지국밥 051-8065450,
512,12,장위동유성집(서면점),횟집,051-8057727,부산광역시 부산진구 부전동 406-7번지 라메르오피스텔2층 201호,"부산광역시 부산진구 서면문화로 35-1 (부전동, 라메르오피스텔2층 201호)",387200.683236296,186505.039158209,영업/정상,,부산진구,부전동,부전동 장위동유성집(서면점),부전동 장위동유성집(서면점) 051-8057727,
513,13,범천포차,한식,051632-2852,부산광역시 부산진구 범천동 1105-3,"부산광역시 부산진구 신암로 153, 1층 (범천동)",386617.325652856,185763.18846596,영업/정상,,부산진구,범천동,범천동 범천포차,범천동 범천포차 051632-2852,
530,30,미호(Meihao),한식,051-808-7782,부산광역시 부산진구 전포동 667-16,"부산광역시 부산진구 서전로 25, 2층 (전포동, 이오스프라자)",387863.716121828,186257.507509754,영업/정상,,부산진구,전포동,전포동 미호(Meihao),전포동 미호(Meihao) 051-808-7782,
539,39,더하다양정점,식육(숯불구이),051-868-4440,부산광역시 부산진구 양정동 394-2번지 지상1층전체,"부산광역시 부산진구 중앙대로909번길 11, 지상1층 (양정동)",388454.418732401,187775.775062308,영업/정상,,부산진구,양정동,양정동 더하다양정점,양정동 더하다양정점 051-868-4440,
544,44,테이블,기타,051-914-8236,부산광역시 부산진구 전포동 175-30번지,"부산광역시 부산진구 동성로118번길 26, 1층 (전포동)",388183.956493224,186642.977297371,영업/정상,https://pcmap.place.naver.com/restaurant/1589559328/review/visitor#,부산진구,전포동,전포동 테이블,전포동 테이블 051-914-8236,
546,46,백송식육식당,식육(숯불구이),051-805-6630,부산광역시 부산진구 초읍동 352-10번지 지상1층일부,"부산광역시 부산진구 성지곡로 29, 지상1층 (초읍동)",386454.677283101,189226.697156501,영업/정상,,부산진구,초읍동,초읍동 백송식육식당,초읍동 백송식육식당 051-805-6630,
551,51,키키,경양식,070-88844369,부산광역시 부산진구 전포동 687-3,"부산광역시 부산진구 전포대로209번길 9, 2층 (전포동)",388058.661697622,185961.248603893,영업/정상,,부산진구,전포동,전포동 키키,전포동 키키 070-88844369,
556,56,신토불이,한식,051-806-5836,부산광역시 부산진구 초읍동 176-4번지 (1층),"부산광역시 부산진구 성지로153번길 73, 1층 (초읍동)",386561.610626094,188529.008712516,영업/정상,https://pcmap.place.naver.com/restaurant/33774437/review/visitor#,부산진구,초읍동,초읍동 신토불이,초읍동 신토불이 051-806-5836,
557,57,카페뮤즈,호프/통닭,051-982-0904,부산광역시 부산진구 전포동 683-14,"부산광역시 부산진구 전포대로209번길 39-4, 지상2층 (전포동)",387903.11580527,185949.075100672,영업/정상,,부산진구,전포동,전포동 카페뮤즈,전포동 카페뮤즈 051-982-0904,
576,76,채선당 양정점,한식,051-8610005,부산광역시 부산진구 양정동 336-4,"부산광역시 부산진구 연수로 6-1, 1층 (양정동)",388711.021832736,187950.126924825,영업/정상,,부산진구,양정동,양정동 채선당 양정점,양정동 채선당 양정점 051-8610005,
581,81,꾸바꾸바당감점,호프/통닭,051-8978253,부산광역시 부산진구 부암동 426-1번지,"부산광역시 부산진구 당감로64번길 27, 1층 (부암동)",385797.74959784,187325.013049929,영업/정상,,부산진구,부암동,부암동 꾸바꾸바당감점,부암동 꾸바꾸바당감점 051-8978253,
589,89,처갓집양념치킨 범천점,호프/통닭,051-8031992,부산광역시 부산진구 범천동 1054 서면 이-편한세상,"부산광역시 부산진구 가야대로 702, 101동 지상1층 101호 (범천동, 서면 이-편한세상)",386645.954061709,186034.738851406,영업/정상,https://pcmap.place.naver.com/restaurant/1536549838/review/visitor#,부산진구,범천동,범천동 처갓집양념치킨 범천점,범천동 처갓집양념치킨 범천점 051-8031992,
600,100,아이(I),경양식,051-805-1003,부산광역시 부산진구 부전동 520-2,"부산광역시 부산진구 가야대로784번길 62, 2층 (부전동)",387363.78756648,185889.778120375,영업/정상,,부산진구,부전동,부전동 아이(I),부전동 아이(I) 051-805-1003,
602,102,바른치킨 부산가야점,호프/통닭,051-8937707,부산광역시 부산진구 개금동 563-6,부산광역시 부산진구 엄광로 62 (개금동),384276.085305073,185062.532200633,영업/정상,,부산진구,개금동,개금동 바른치킨 부산가야점,개금동 바른치킨 부산가야점 051-8937707,
603,103,라이온,기타,051-8946616,부산광역시 부산진구 당감동 446-2번지,부산광역시 부산진구 당감서로 28 (당감동),385462.767621578,186798.182599488,영업/정상,https://pcmap.place.naver.com/restaurant/1972312496/review/visitor#,부산진구,당감동,당감동 라이온,당감동 라이온 051-8946616,
606,106,전포여관,한식,051-8028517,부산광역시 부산진구 부전동 187-8번지 지상1-2층,"부산광역시 부산진구 중앙대로692번길 21-5, 지상1-2층 (부전동)",387677.248391985,185894.782787817,영업/정상,https://pcmap.place.naver.com/restaurant/1859858363/review/visitor#,부산진구,부전동,부전동 전포여관,부전동 전포여관 051-8028517,
608,108,장가네,분식,051-893-9798,부산광역시 부산진구 가야동 488-2,부산광역시 부산진구 엄광로 124 (가야동),384789.387500251,185061.196298181,영업/정상,,부산진구,가야동,가야동 장가네,가야동 장가네 051-893-9798,
609,109,처갓집양념치킨 시민공원점,호프/통닭,051-861-5579,부산광역시 부산진구 양정동 447-5 (1층),"부산광역시 부산진구 범양로 113, 1층 (양정동)",388078.623738455,187982.229706404,영업/정상,,부산진구,양정동,양정동 처갓집양념치킨 시민공원점,양정동 처갓집양념치킨 시민공원점 051-861-5579,
610,110,멕시카나 부전범천,호프/통닭,051-637-8222,부산광역시 부산진구 범천동 851-1,부산광역시 부산진구 황령대로18번길 37 (범천동),387834.714347587,184965.427400521,영업/정상,,부산진구,범천동,범천동 멕시카나 부전범천,범천동 멕시카나 부전범천 051-637-8222,
618,118,착한밥상,한식,070-42402017,부산광역시 부산진구 부암동 409-11,"부산광역시 부산진구 백양순환로 138-1, 1층 (부암동)",385852.012724244,187373.185310545,영업/정상,,부산진구,부암동,부암동 착한밥상,부암동 착한밥상 070-42402017,
643,143,치킨신드롬,호프/통닭,051-803-7662,부산광역시 부산진구 전포동 206-4,"부산광역시 부산진구 서전로 62, 2층 (전포동)",388218.362192904,186230.569624057,영업/정상,,부산진구,전포동,전포동 치킨신드롬,전포동 치킨신드롬 051-803-7662,
648,148,자담치킨 전포점,호프/통닭,051-817-2280,부산광역시 부산진구 전포동 239-4,"부산광역시 부산진구 동성로 59, 1층 (전포동)",388384.539690836,186022.900711972,영업/정상,,부산진구,전포동,전포동 자담치킨 전포점,전포동 자담치킨 전포점 051-817-2280,
663,163,마라섬,분식,051-989-9909,부산광역시 부산진구 부암동 722-3 골든박스,"부산광역시 부산진구 백양산로54번길 3, 골든박스 2층 204호 (부암동)",384958.595783129,187977.94791185,영업/정상,,부산진구,부암동,부암동 마라섬,부암동 마라섬 051-989-9909,
669,169,PHO시즌,기타,051-852-5805,부산광역시 부산진구 양정동 156-3,"부산광역시 부산진구 진연로 29-2, 1층 (양정동)",388688.087807726,188652.75919918,영업/정상,,부산진구,양정동,양정동 PHO시즌,양정동 PHO시즌 051-852-5805,
677,177,온기정 서면점,경양식,053-2557949,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 온기정 서면점,부전동 온기정 서면점 053-2557949,
682,182,마꾸니 라멘엔 덮밥,한식,051-6286280,부산광역시 부산진구 가야동 597 협동물산,"부산광역시 부산진구 냉정로253번길 24, 협동물산 2층 (가야동)",384797.386343178,185470.7350004,영업/정상,,부산진구,가야동,가야동 마꾸니 라멘엔 덮밥,가야동 마꾸니 라멘엔 덮밥 051-6286280,
699,199,백년가마솥옛날통닭,호프/통닭,051-921-7649,부산광역시 부산진구 개금동 57 우성아파트(상가동),"부산광역시 부산진구 백양대로208번길 38-9, 우성아파트(상가동) 1층 2호 (개금동)",384741.016804634,186563.406585561,영업/정상,,부산진구,개금동,개금동 백년가마솥옛날통닭,개금동 백년가마솥옛날통닭 051-921-7649,
