Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
426,블루문에프앤씨,기타,051-6331504,부산광역시 부산진구 범천동 870-4,"부산광역시 부산진구 중앙대로621번길 7, 지상2층 (범천동)",387541.9788,185157.8188,영업/정상,,부산진구,범천동,범천동 블루문에프앤씨,범천동 블루문에프앤씨 051-6331504,
427,"손영숙찜,생선국전문점",한식,051-8912929,부산광역시 부산진구 가야동 506-27번지,부산광역시 부산진구 가야공원로 53-1 (가야동),384940.69,185157.5069,영업/정상,,부산진구,가야동,"가야동 손영숙찜,생선국전문점","가야동 손영숙찜,생선국전문점 051-8912929",
428,로바타아키,일식,,부산광역시 부산진구 부전동 168-320번지,부산광역시 부산진구 동천로85번길 8 (부전동),387807.0067,186084.1072,영업/정상,,부산진구,부전동,부전동 로바타아키,부전동 로바타아키 ,
429,낭만,식육(숯불구이),051-8090013,부산광역시 부산진구 부전동 168-457 지상1-2층,"부산광역시 부산진구 서전로10번길 45-6, 지상1-2층 (부전동)",387646.0253,185999.9338,영업/정상,,부산진구,부전동,부전동 낭만,부전동 낭만 051-8090013,
430,대박난전 본점,한식,051-8913666,부산광역시 부산진구 가야동 488-6 (1층),"부산광역시 부산진구 엄광로 130, 1층 (가야동)",384829.7437,185044.4387,영업/정상,,부산진구,가야동,가야동 대박난전 본점,가야동 대박난전 본점 051-8913666,
431,짚신매운갈비찜 서면태화점,식육(숯불구이),051-8085622,부산광역시 부산진구 부전동 158-8번지 지상1층,"부산광역시 부산진구 서전로10번길 34, 지상1층 (부전동)",387604.3728,186093.7644,영업/정상,,부산진구,부전동,부전동 짚신매운갈비찜 서면태화점,부전동 짚신매운갈비찜 서면태화점 051-8085622,
432,고기로 하나 되는 순간,호프/통닭,051-8051983,부산광역시 부산진구 전포동 674-26 외1필지(674-7),"부산광역시 부산진구 서전로 38 (전포동,외1필지(674-7))",387994.9482,186219.245,영업/정상,,부산진구,전포동,전포동 고기로 하나 되는 순간,전포동 고기로 하나 되는 순간 051-8051983,
433,엄마밥생각,중국식,,부산광역시 부산진구 양정동 271-56,부산광역시 부산진구 연수로11번길 20-1 (양정동),388819.8106,188083.6328,영업/정상,,부산진구,양정동,양정동 엄마밥생각,양정동 엄마밥생각 ,
434,물보라,기타,051-803-0202,부산광역시 부산진구 부전동 168-67 지상1-2층,"부산광역시 부산진구 동천로85번길 28, 지상1-2층 (부전동)",387709.2419,186090.9976,영업/정상,,부산진구,부전동,부전동 물보라,부전동 물보라 051-803-0202,
435,온탭비어7,경양식,051-805-2992,부산광역시 부산진구 전포동 183-15,부산광역시 부산진구 동성로 112 (전포동),388232.6608,186500.6834,영업/정상,,부산진구,전포동,전포동 온탭비어7,전포동 온탭비어7 051-805-2992,
436,가디나(Gardena),한식,,부산광역시 부산진구 당감동 422번지,부산광역시 부산진구 당감로 37-12 (당감동),385681.9627,187002.3155,영업/정상,,부산진구,당감동,당감동 가디나(Gardena),당감동 가디나(Gardena) ,
437,산마루,중국식,051-8055424,부산광역시 부산진구 초읍동 179-5번지,부산광역시 부산진구 월드컵대로449번길 49 (초읍동),386779.0364,188825.6439,영업/정상,,부산진구,초읍동,초읍동 산마루,초읍동 산마루 051-8055424,
438,시오야킹,호프/통닭,051-8036339,부산광역시 부산진구 부암동 506-9,부산광역시 부산진구 당감서로 94 (부암동),385451.0884,187397.341,영업/정상,https://pcmap.place.naver.com/restaurant/1263746874/review/visitor#,부산진구,부암동,부암동 시오야킹,부암동 시오야킹 051-8036339,
439,금성회관부산서면점,식육(숯불구이),051-816-0780,부산광역시 부산진구 부전동 168-381,부산광역시 부산진구 동천로95번길 9 (부전동),387791.6536,186165.5216,영업/정상,,부산진구,부전동,부전동 금성회관부산서면점,부전동 금성회관부산서면점 051-816-0780,
440,나라곰탕,한식,051-865-6336,부산광역시 부산진구 양정동 369-3번지,부산광역시 부산진구 동평로420번길 13 (양정동),388526.6938,187889.4887,영업/정상,,부산진구,양정동,양정동 나라곰탕,양정동 나라곰탕 051-865-6336,https://pcmap.place.naver.com/restaurant/1263746874/review/visitor#
441,원,호프/통닭,051-8949200,부산광역시 부산진구 당감동 797번지 주공2단지 분산상가동 103호,,384652.8155,187618.9986,영업/정상,,부산진구,당감동,당감동 원,당감동 원 051-8949200,
442,장보고수산,한식,051-8056923,부산광역시 부산진구 부전동 512-25 지상1층,"부산광역시 부산진구 부전로65번길 4, 지상1층 (부전동)",387141.3694,186016.8234,영업/정상,,부산진구,부전동,부전동 장보고수산,부전동 장보고수산 051-8056923,
443,엔포커라운지 서면,기타,051-805-9777,부산광역시 부산진구 부전동 172-3,"부산광역시 부산진구 중앙대로692번길 37, 4층 (부전동)",387752.4755,185896.4468,영업/정상,,부산진구,부전동,부전동 엔포커라운지 서면,부전동 엔포커라운지 서면 051-805-9777,
444,수제맥주집,호프/통닭,8956899,부산광역시 부산진구 당감동 411-3번지,"부산광역시 부산진구 동평로 75, 지상2층층 (당감동)",385589.7109,187041.4179,영업/정상,,부산진구,당감동,당감동 수제맥주집,당감동 수제맥주집 8956899,
445,이조맷돌순두부,한식,051-8082423,"부산광역시 부산진구 전포동 309-8 ,49","부산광역시 부산진구 전포대로 214 (전포동,,49)",388168.8721,185997.0615,영업/정상,,부산진구,전포동,전포동 이조맷돌순두부,전포동 이조맷돌순두부 051-8082423,
446,깡통회관,식육(숯불구이),051-8978994,부산광역시 부산진구 개금동 169-35번지,부산광역시 부산진구 가야공원로14번길 82 (개금동),384485.4659,185543.6635,영업/정상,,부산진구,개금동,개금동 깡통회관,개금동 깡통회관 051-8978994,
447,탄,기타,,부산광역시 부산진구 부전동 168-76 지상2층,"부산광역시 부산진구 중앙대로680번가길 61, 지상2층 (부전동)",387702.9886,186058.7606,영업/정상,,부산진구,부전동,부전동 탄,부전동 탄 ,
448,청림식당,한식,,부산광역시 부산진구 부전동 263-5번지,부산광역시 부산진구 새싹로14번길 26 (부전동),387535.4339,186478.0342,영업/정상,,부산진구,부전동,부전동 청림식당,부전동 청림식당 ,
449,시동,한식,,부산광역시 부산진구 부전동 168-150번지,부산광역시 부산진구 서전로10번길 37 (부전동),387632.9101,186057.2259,영업/정상,,부산진구,부전동,부전동 시동,부전동 시동 ,
450,동두천부대찌개,한식,051-898-0279,부산광역시 부산진구 당감동 282-37번지,부산광역시 부산진구 당감로34번길 11 (당감동),385781.2681,186986.7279,영업/정상,,부산진구,당감동,당감동 동두천부대찌개,당감동 동두천부대찌개 051-898-0279,
451,맛나감자탕,한식,051-8914548,부산광역시 부산진구 당감동 666-7,부산광역시 부산진구 백양순환로 19 (당감동),385140.3411,187151.5103,영업/정상,,부산진구,당감동,당감동 맛나감자탕,당감동 맛나감자탕 051-8914548,
452,깐돌이푸드,한식,051-894-5043,부산광역시 부산진구 가야동 343-32,부산광역시 부산진구 대학로36번길 6 (가야동),385425.6837,185609.4917,영업/정상,,부산진구,가야동,가야동 깐돌이푸드,가야동 깐돌이푸드 051-894-5043,
453,미포횟집,횟집,051-8097576,부산광역시 부산진구 연지동 340-28번지,부산광역시 부산진구 동평로223번길 95 (연지동),386663.9554,187899.574,영업/정상,,부산진구,연지동,연지동 미포횟집,연지동 미포횟집 051-8097576,
454,르보메,한식,051-8090305,부산광역시 부산진구 전포동 675-5,부산광역시 부산진구 전포대로 225 (전포동),388086.5893,186121.6638,영업/정상,,부산진구,전포동,전포동 르보메,전포동 르보메 051-8090305,
455,이바돔감자탕,한식,051-8053330,부산광역시 부산진구 전포동 874-1,부산광역시 부산진구 중앙대로 808 (전포동),387993.4826,186876.4854,영업/정상,,부산진구,전포동,전포동 이바돔감자탕,전포동 이바돔감자탕 051-8053330,
456,삼미정,호프/통닭,051-8931724,부산광역시 부산진구 가야동 367-1번지,부산광역시 부산진구 대학로 17-2 (가야동),385545.8066,185731.7416,영업/정상,,부산진구,가야동,가야동 삼미정,가야동 삼미정 051-8931724,
457,오늘같이좋은날,한식,051-8071725,부산광역시 부산진구 초읍동 산 98-1번지,부산광역시 부산진구 새싹로 295 (초읍동),385244.6548,189777.7182,영업/정상,,부산진구,초읍동,초읍동 오늘같이좋은날,초읍동 오늘같이좋은날 051-8071725,
458,이치방수산,한식,051-8033421,부산광역시 부산진구 부전동 168-190 지상1층,"부산광역시 부산진구 서전로10번길 45-3, 지상1층 (부전동)",387640.5924,186030.9554,영업/정상,,부산진구,부전동,부전동 이치방수산,부전동 이치방수산 051-8033421,
459,그집짬뽕927 양정점,한식,051-8519110,부산광역시 부산진구 양정동 362-7,부산광역시 부산진구 양지로11번길 7 (양정동),388514.9396,187571.0107,영업/정상,,부산진구,양정동,양정동 그집짬뽕927 양정점,양정동 그집짬뽕927 양정점 051-8519110,
460,고고(GOGO),한식,051-816-1033,부산광역시 부산진구 부전동 517-22 지상2층,"부산광역시 부산진구 가야대로784번길 45, 지상2층 (부전동)",387401.4825,185961.4712,영업/정상,,부산진구,부전동,부전동 고고(GOGO),부전동 고고(GOGO) 051-816-1033,
461,최선장 조개구이,한식,051-867-1515,부산광역시 부산진구 양정동 361-2,부산광역시 부산진구 양지로11번길 10 (양정동),388535.875,187562.5568,영업/정상,,부산진구,양정동,양정동 최선장 조개구이,양정동 최선장 조개구이 051-867-1515,
462,원가네,한식,051-8020567,"부산광역시 부산진구 초읍동 290-7번지 (1,2층)","부산광역시 부산진구 성지로 145, 1,2층 (초읍동)",386536.9029,188841.6979,영업/정상,,부산진구,초읍동,초읍동 원가네,초읍동 원가네 051-8020567,
463,왕짜장,중국식,,부산광역시 부산진구 양정동 356-22번지,부산광역시 부산진구 진남로 505 (양정동),388601.1817,187523.4702,영업/정상,,부산진구,양정동,양정동 왕짜장,양정동 왕짜장 ,
464,쥬씨,분식,051-8913522,부산광역시 부산진구 가야동 464-78번지,부산광역시 부산진구 엄광로 183 (가야동),385327.0405,185088.8952,영업/정상,,부산진구,가야동,가야동 쥬씨,가야동 쥬씨 051-8913522,
465,새벽회 부산서면점,횟집,051-8033545,부산광역시 부산진구 부전동 347-6,부산광역시 부산진구 부전로158번길 8-2 (부전동),387471.0747,186688.6342,영업/정상,,부산진구,부전동,부전동 새벽회 부산서면점,부전동 새벽회 부산서면점 051-8033545,
466,양정기사식당,한식,8538259,부산광역시 부산진구 양정동 271-13번지,부산광역시 부산진구 중앙대로970번길 38 (양정동),388985.386,188154.511,영업/정상,,부산진구,양정동,양정동 양정기사식당,양정동 양정기사식당 8538259,
467,함경면옥,분식,051-8913000,부산광역시 부산진구 부전동 516-42,부산광역시 부산진구 부전로66번길 32 (부전동),387309.6877,185992.755,영업/정상,,부산진구,부전동,부전동 함경면옥,부전동 함경면옥 051-8913000,
468,통영장어구이,한식,051-8056477,부산광역시 부산진구 부전동 474-6번지 지상1층,"부산광역시 부산진구 부전로96번길 27, 지상1층 (부전동)",387286.6926,186338.9363,영업/정상,,부산진구,부전동,부전동 통영장어구이,부전동 통영장어구이 051-8056477,
469,여기미술관,한식,051-8195769,"부산광역시 부산진구 부전동 240-8번지 외 1필지(240-24), 지상1층","부산광역시 부산진구 서면로 32, 지상1층 (부전동)",387465.0731,185768.3249,영업/정상,,부산진구,부전동,부전동 여기미술관,부전동 여기미술관 051-8195769,
470,맛있는영심이대패삼겹,한식,051-8910180,부산광역시 부산진구 가야동 639-3번지,부산광역시 부산진구 냉정로 247 (가야동),384617.7385,185423.773,영업/정상,,부산진구,가야동,가야동 맛있는영심이대패삼겹,가야동 맛있는영심이대패삼겹 051-8910180,
471,대서양식당,한식,051-8020909,부산광역시 부산진구 부전동 477-30번지,부산광역시 부산진구 부전로96번길 20 (부전동),387243.4585,186313.4964,영업/정상,,부산진구,부전동,부전동 대서양식당,부전동 대서양식당 051-8020909,
472,수미집,한식,051-8083310,"부산광역시 부산진구 부전동 267-21번지 ,29,30","부산광역시 부산진구 중앙대로 765 (부전동,,29,30)",387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 수미집,부전동 수미집 051-8083310,
473,오삼포차,통닭(치킨),051-806-9220,부산광역시 부산진구 부암동 413-18,"부산광역시 부산진구 백양순환로 123-1, 1층 (부암동)",385844.6071,187510.5036,영업/정상,,부산진구,부암동,부암동 오삼포차,부암동 오삼포차 051-806-9220,
474,대저오리,식육(숯불구이),051-807-5289,부산광역시 부산진구 부암동 393-2번지 번지(1층),"부산광역시 부산진구 백양순환로164번길 23 (부암동,번지(1층))",385859.7615,187221.272,영업/정상,,부산진구,부암동,부암동 대저오리,부암동 대저오리 051-807-5289,
475,짝꿍두마리치킨,통닭(치킨),,부산광역시 부산진구 당감동 699-78 번지(1층일부),"부산광역시 부산진구 당감서로 105 (당감동,번지(1층일부))",385322.1678,187383.1821,영업/정상,,부산진구,당감동,당감동 짝꿍두마리치킨,당감동 짝꿍두마리치킨 ,
476,다래정,분식,051-808-3888,부산광역시 부산진구 초읍동 206-64 번지(1층일부),"부산광역시 부산진구 성지로83번길 10 (초읍동,번지(1층일부))",386955.9637,188439.9298,영업/정상,,부산진구,초읍동,초읍동 다래정,초읍동 다래정 051-808-3888,
477,한우다,식육(숯불구이),051-895-3736,부산광역시 부산진구 가야동 596-9번지 번지(1층),"부산광역시 부산진구 가야공원로 32 (가야동,번지(1층))",384891.0641,185385.4833,영업/정상,,부산진구,가야동,가야동 한우다,가야동 한우다 051-895-3736,
478,치킨팟,통닭(치킨),051-894-4111,부산광역시 부산진구 가야동 416-21 (1층),"부산광역시 부산진구 대학로 79-2, 1층 (가야동)",385352.4899,185177.2355,영업/정상,,부산진구,가야동,가야동 치킨팟,가야동 치킨팟 051-894-4111,
479,한아름식당,한식,051-892-5530,부산광역시 부산진구 가야동 82-17번지 (2층),"부산광역시 부산진구 가야대로589번길 3 (가야동,(2층))",385484.3037,185886.6058,영업/정상,,부산진구,가야동,가야동 한아름식당,가야동 한아름식당 051-892-5530,
480,고미맛집,분식,051-8914998,부산광역시 부산진구 가야동 634-0번지,부산광역시 부산진구 냉정로253번길 15 (가야동),384735.3994,185477.3645,영업/정상,,부산진구,가야동,가야동 고미맛집,가야동 고미맛집 051-8914998,
481,레인보우,호프/통닭,051-809-0799,부산광역시 부산진구 부전동 170-20번지 (지하1층),"부산광역시 부산진구 동천로 65, 지하1층 (부전동)",387837.697,185886.5736,영업/정상,,부산진구,부전동,부전동 레인보우,부전동 레인보우 051-809-0799,
482,순두부마을,한식,051-8061166,부산광역시 부산진구 초읍동 233-3번지,부산광역시 부산진구 초읍천로 113-7 (초읍동),386303.2037,188896.4415,영업/정상,,부산진구,초읍동,초읍동 순두부마을,초읍동 순두부마을 051-8061166,
483,또또분식,한식,051-8173326,부산광역시 부산진구 부전동 267-21번지 (1층),"부산광역시 부산진구 중앙대로 765, 1층 (부전동)",387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 또또분식,부전동 또또분식 051-8173326,
484,바닷가,한식,051-897-2664,부산광역시 부산진구 당감동 387-3번지,부산광역시 부산진구 당감서로 56 (당감동),385520.3677,187048.2815,영업/정상,,부산진구,당감동,당감동 바닷가,당감동 바닷가 051-897-2664,
485,고집,횟집,051-819-2612,부산광역시 부산진구 부암동 80-27,"부산광역시 부산진구 시민공원로19번길 32, 1층 (부암동)",386860.0432,186980.82,영업/정상,,부산진구,부암동,부암동 고집,부암동 고집 051-819-2612,
486,두번째늘해랑,한식,051-8675382,부산광역시 부산진구 양정동 354-10번지 (1층),"부산광역시 부산진구 양지로5번길 24, 1층 (양정동)",388543.5623,187674.8518,영업/정상,,부산진구,양정동,양정동 두번째늘해랑,양정동 두번째늘해랑 051-8675382,
487,신전떡볶이서면점,경양식,,부산광역시 부산진구 부전동 198-7번지 지상1층,"부산광역시 부산진구 중앙대로680번길 25, 지상1층 (부전동)",387706.831,185764.7272,영업/정상,,부산진구,부전동,부전동 신전떡볶이서면점,부전동 신전떡볶이서면점 ,
488,남촌식당,한식,051-891-7277,부산광역시 부산진구 당감동 808-1번지,부산광역시 부산진구 백양관문로 110 (당감동),384674.9744,187358.0701,영업/정상,,부산진구,당감동,당감동 남촌식당,당감동 남촌식당 051-891-7277,
489,소문,호프/통닭,051-8614413,부산광역시 부산진구 양정동 394-12번지,부산광역시 부산진구 중앙대로909번길 9 (양정동),388462.7888,187781.1032,영업/정상,,부산진구,양정동,양정동 소문,양정동 소문 051-8614413,
490,오우예,식육(숯불구이),051-8184435,부산광역시 부산진구 전포동 193-9,부산광역시 부산진구 동성로 119 (전포동),388162.9469,186501.4964,영업/정상,,부산진구,전포동,전포동 오우예,전포동 오우예 051-8184435,
491,시마스시,한식,,부산광역시 부산진구 부전동 503-15 지하2층 롯데백화점,"부산광역시 부산진구 가야대로 772, 지하2층 (부전동, 롯데백화점)",387271.2995,186099.1375,영업/정상,,부산진구,부전동,부전동 시마스시,부전동 시마스시 ,
492,공감식당,식육(숯불구이),051-891-2041,부산광역시 부산진구 당감동 416-3 (1층),"부산광역시 부산진구 동평로 81, 1층 (당감동)",385646.7573,187051.4094,영업/정상,,부산진구,당감동,당감동 공감식당,당감동 공감식당 051-891-2041,
493,큰터,한식,051-8644534,부산광역시 부산진구 양정동 354-33,부산광역시 부산진구 양지로5번길 20 (양정동),388535.7285,187658.2157,영업/정상,,부산진구,양정동,양정동 큰터,양정동 큰터 051-8644534,
494,술달달,호프/통닭,,부산광역시 부산진구 부암동 720 쌍용스윗닷홈상가 205호,"부산광역시 부산진구 백양산로 72, 205호 (부암동, 쌍용스윗닷홈상가)",385022.5199,188150.5048,영업/정상,,부산진구,부암동,부암동 술달달,부암동 술달달 ,
495,700서면1번가점,기타,,부산광역시 부산진구 부전동 241-41,부산광역시 부산진구 신천대로62번길 62 (부전동),387512.0809,185759.6245,영업/정상,,부산진구,부전동,부전동 700서면1번가점,부전동 700서면1번가점 ,
496,왕자맥주,식육(숯불구이),,부산광역시 부산진구 개금동 618-2번지 개금현대아이아파트 상가219동 101일부호,"부산광역시 부산진구 엄광로 16, 개금현대아이아파트 상가219동 1층 101일부호 (개금동)",383947.2848,185065.6766,영업/정상,,부산진구,개금동,개금동 왕자맥주,개금동 왕자맥주 ,
497,카페아시스409,한식,051-642-2879,부산광역시 부산진구 범천동 839-409 (1층일부),"부산광역시 부산진구 자유평화로 21-7 (범천동,(1층일부))",387848.6024,184458.3895,영업/정상,,부산진구,범천동,범천동 카페아시스409,범천동 카페아시스409 051-642-2879,
498,만수스시,일식,051-633-5240,부산광역시 부산진구 범천동 841-291번지,부산광역시 부산진구 범일로142번길 65 (범천동),387930.819,184591.5481,영업/정상,,부산진구,범천동,범천동 만수스시,범천동 만수스시 051-633-5240,
499,아구찜과명태찜승학정본점.가야삼계탕,한식,,"부산광역시 부산진구 가야동 123번지 번지(1층일부,2층일부)","부산광역시 부산진구 가야대로543번길 37 (가야동,번지(1층일부,2층일부))",384952.2423,185902.1875,영업/정상,,부산진구,가야동,가야동 아구찜과명태찜승학정본점.가야삼계탕,가야동 아구찜과명태찜승학정본점.가야삼계탕 ,
