,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
401,미앤드리(meandri),기타,051-8062366,부산광역시 부산진구 전포동 660-15,"부산광역시 부산진구 동천로108번길 9, 1층 (전포동)",387885.861365401,186305.599500261,영업/정상,https://pcmap.place.naver.com/restaurant/1859765254/review/visitor#,부산진구,전포동,전포동 미앤드리(meandri),전포동 미앤드리(meandri) 051-8062366
402,남새밭보리밥,한식,051-8983318,부산광역시 부산진구 당감동 785-53번지,"부산광역시 부산진구 백양산로 35, 1층 (당감동)",385089.251269248,187825.05054029,영업/정상,https://pcmap.place.naver.com/restaurant/37688372/review/visitor#,부산진구,당감동,당감동 남새밭보리밥,당감동 남새밭보리밥 051-8983318
403,비어타임,호프/통닭,,부산광역시 부산진구 개금동 554-156 지상1층일부,"부산광역시 부산진구 냉정로 204 (개금동, 지상1층일부)",384194.732550288,185349.099324503,영업/정상,https://pcmap.place.naver.com/restaurant/37822073/review/visitor#,부산진구,개금동,개금동 비어타임,개금동 비어타임 
404,족발쌀롱,한식,,부산광역시 부산진구 부전동 152-5 지상1층,"부산광역시 부산진구 동천로95번길 18, 지상1층 (부전동)",387750.916836906,186180.562724195,영업/정상,https://pcmap.place.naver.com/restaurant/36861583/review/visitor#,부산진구,부전동,부전동 족발쌀롱,부전동 족발쌀롱 
405,노리터,기타,07075608984,부산광역시 부산진구 부전동 398-6번지 지상1층전부,"부산광역시 부산진구 새싹로 21-16 (부전동, 지상1층전부)",387345.034987002,186437.550918708,영업/정상,,부산진구,부전동,부전동 노리터,부전동 노리터 07075608984
406,군산오징어엔씨서면점,중국식,051-7947347,부산광역시 부산진구 전포동 668-1번지,"부산광역시 부산진구 동천로 92, 6층 (전포동, 엔씨)",387920.292113406,186157.316240541,영업/정상,,부산진구,전포동,전포동 군산오징어엔씨서면점,전포동 군산오징어엔씨서면점 051-7947347
407,한끼식닭,한식,,부산광역시 부산진구 가야동 655,"부산광역시 부산진구 냉정로 235-1, 지하1층 (가야동)",384518.253922416,185427.404724422,영업/정상,https://pcmap.place.naver.com/restaurant/1069117342/review/visitor#,부산진구,가야동,가야동 한끼식닭,가야동 한끼식닭 
408,호호솥뚜껑삼겹살,식육(숯불구이),051-877-3990,부산광역시 부산진구 당감동 764-4번지 1층 일부,"부산광역시 부산진구 백양순환로28번길 54, 1층 (당감동, 일부)",385359.940451965,187363.075395929,영업/정상,,부산진구,당감동,당감동 호호솥뚜껑삼겹살,당감동 호호솥뚜껑삼겹살 051-877-3990
409,녹,한식,,부산광역시 부산진구 전포동 663-5 1층,"부산광역시 부산진구 서전로37번길 18, 1층 (전포동)",387994.694323959,186325.445877687,영업/정상,,부산진구,전포동,전포동 녹,전포동 녹 
410,개금코다리,한식,051-8957070,부산광역시 부산진구 개금동 511-1번지 개금메디칼빌딩105호,"부산광역시 부산진구 가야대로 451 (개금동, 개금메디칼빌딩105호)",384150.46166498,185697.067178045,영업/정상,,부산진구,개금동,개금동 개금코다리,개금동 개금코다리 051-8957070
411,정성푸드,기타,,부산광역시 부산진구 부전동 168-367 지상3층,"부산광역시 부산진구 동천로95번길 13, 지상3층 (부전동)",387771.241671418,186160.270236346,영업/정상,https://pcmap.place.naver.com/restaurant/19567235/review/visitor#,부산진구,부전동,부전동 정성푸드,부전동 정성푸드 
412,수백당 가야점,한식,,부산광역시 부산진구 가야동 478,"부산광역시 부산진구 엄광로 143, 2층 (가야동)",384986.176779094,185058.669980528,영업/정상,https://pcmap.place.naver.com/restaurant/1842670391/review/visitor#,부산진구,가야동,가야동 수백당 가야점,가야동 수백당 가야점 
413,이리통닭,식육(숯불구이),051-8921010,부산광역시 부산진구 당감동 305-21,"부산광역시 부산진구 당감로50번길 10, 1층 (당감동)",385746.247856286,187115.151367545,영업/정상,https://pcmap.place.naver.com/restaurant/1507792402/review/visitor#,부산진구,당감동,당감동 이리통닭,당감동 이리통닭 051-8921010
414,미각연구소,한식,,부산광역시 부산진구 범천동 870-43,"부산광역시 부산진구 신천대로65번길 57, 지하1층 (범천동)",387490.451120401,185106.589326846,영업/정상,https://pcmap.place.naver.com/restaurant/1830458247/review/visitor#,부산진구,범천동,범천동 미각연구소,범천동 미각연구소 
415,멕시카나당감점,통닭(치킨),,부산광역시 부산진구 당감동 807-4번지,"부산광역시 부산진구 백양관문로 105-32, 상가1동 105호 (당감동, 동일스위트상가)",384460.569449362,187301.069825166,영업/정상,,부산진구,당감동,당감동 멕시카나당감점,당감동 멕시카나당감점 
416,데판킹,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 전포동 687-13,"부산광역시 부산진구 전포대로209번길 17-5, 2층 (전포동)",388032.716535095,185945.596696534,영업/정상,https://pcmap.place.naver.com/restaurant/37801644/review/visitor#,부산진구,전포동,전포동 데판킹,전포동 데판킹 
417,개금찜갈비,한식,,부산광역시 부산진구 가야동 655,"부산광역시 부산진구 냉정로 235-1, 1층 (가야동)",384518.253922416,185427.404724422,영업/정상,https://pcmap.place.naver.com/restaurant/1979683880/review/visitor#,부산진구,가야동,가야동 개금찜갈비,가야동 개금찜갈비 
418,고성실비,호프/통닭,051-8160815,부산광역시 부산진구 전포동 198-14,"부산광역시 부산진구 서전로67번길 34, 1층 (전포동)",388289.276604347,186417.554855452,영업/정상,https://pcmap.place.naver.com/restaurant/1974820378/review/visitor#,부산진구,전포동,전포동 고성실비,전포동 고성실비 051-8160815
419,왕촌곰장어아나고,분식,,부산광역시 부산진구 당감동 252-72,"부산광역시 부산진구 당감로16번길 16, 1층 (당감동)",385845.763508607,186793.188657226,영업/정상,https://pcmap.place.naver.com/restaurant/1045104589/review/visitor#,부산진구,당감동,당감동 왕촌곰장어아나고,당감동 왕촌곰장어아나고 
420,이세평,한식,,부산광역시 부산진구 부전동 168-394 지상1층,"부산광역시 부산진구 중앙대로680번가길 80-15, 지상1층 (부전동)",387778.90157409,186148.972234984,영업/정상,https://pcmap.place.naver.com/restaurant/1228788164/review/visitor#,부산진구,부전동,부전동 이세평,부전동 이세평 
421,육회쟁이,한식,051-9440094,부산광역시 부산진구 당감동 333,"부산광역시 부산진구 당감서로 58, 1층 (당감동)",385514.307676331,187068.237470505,영업/정상,https://pcmap.place.naver.com/restaurant/1148496168/review/visitor#,부산진구,당감동,당감동 육회쟁이,당감동 육회쟁이 051-9440094
422,와일드카드,경양식,,부산광역시 부산진구 부전동 168-408 지상4층,"부산광역시 부산진구 동천로95번길 11, 지상4층 (부전동)",387780.629504448,186160.757035504,영업/정상,https://pcmap.place.naver.com/restaurant/1099034254/review/visitor#,부산진구,부전동,부전동 와일드카드,부전동 와일드카드 
423,애월애,경양식,,부산광역시 부산진구 전포동 666-6 1층 세화빌딩,"부산광역시 부산진구 동천로108번길 36, 1층 (전포동, 세화빌딩)",388023.776996748,186283.00640944,영업/정상,https://pcmap.place.naver.com/restaurant/1341891005/review/visitor#,부산진구,전포동,전포동 애월애,전포동 애월애 
424,에이치엠디(HMD)컴파니,식육(숯불구이),,부산광역시 부산진구 가야동 566,"부산광역시 부산진구 엄광로 155, 1층 3호 (가야동)",385088.833257279,185105.680825437,영업/정상,,부산진구,가야동,가야동 에이치엠디(HMD)컴파니,가야동 에이치엠디(HMD)컴파니 
425,애이씨(AC),기타,,부산광역시 부산진구 부전동 150-4번지 지상2층,"부산광역시 부산진구 동천로95번길 10, 지상2층 (부전동)",387783.021925264,186188.478341491,영업/정상,,부산진구,부전동,부전동 애이씨(AC),부전동 애이씨(AC) 
426,바램,한식,,"부산광역시 부산진구 부전동 519-41번지 지상1,2층","부산광역시 부산진구 중앙대로691번가길 22, 1,2층 (부전동)",387243.749492905,185953.066636805,영업/정상,,부산진구,부전동,부전동 바램,부전동 바램 
427,머구식당,한식,051-8161090,부산광역시 부산진구 부전동 97-4번지,"부산광역시 부산진구 중앙대로756번길 9, 1층 (부전동)",387754.858469341,186442.228301574,영업/정상,https://pcmap.place.naver.com/restaurant/1495410434/review/visitor#,부산진구,부전동,부전동 머구식당,부전동 머구식당 051-8161090
428,엉터리생고기양정점,식육(숯불구이),,부산광역시 부산진구 양정동 363-10번지,"부산광역시 부산진구 양지로8번길 6, 1층 (양정동)",388454.633700252,187562.440591628,영업/정상,,부산진구,양정동,양정동 엉터리생고기양정점,양정동 엉터리생고기양정점 
429,고가네식당,한식,051-8919059,부산광역시 부산진구 당감동 878-4번지,"부산광역시 부산진구 신천대로 195, 지하1층 (당감동)",386714.446726305,186377.366761523,영업/정상,https://pcmap.place.naver.com/restaurant/1751793286/review/visitor#,부산진구,당감동,당감동 고가네식당,당감동 고가네식당 051-8919059
430,한국인의 밥상,한식,051-892-5737,부산광역시 부산진구 개금동 605-2번지,"부산광역시 부산진구 가야대로408번길 10, 1층 (개금동)",383758.275744697,185445.263687507,영업/정상,,부산진구,개금동,개금동 한국인의 밥상,개금동 한국인의 밥상 051-892-5737
431,골목대장소금구이,한식,,부산광역시 부산진구 당감동 305-21번지 1층,"부산광역시 부산진구 당감로50번길 10, 1층 (당감동)",385746.247856286,187115.151367545,영업/정상,https://pcmap.place.naver.com/restaurant/1791586270/review/visitor#,부산진구,당감동,당감동 골목대장소금구이,당감동 골목대장소금구이 
432,부경밀면 전문점,분식,051-897-6144,부산광역시 부산진구 당감동 749-5번지 1층,"부산광역시 부산진구 당감서로 67-1, 1층 (당감동)",385475.374456543,187161.051878182,영업/정상,,부산진구,당감동,당감동 부경밀면 전문점,당감동 부경밀면 전문점 051-897-6144
433,통큰아재식육,식육(숯불구이),,부산광역시 부산진구 개금동 618-2번지,"부산광역시 부산진구 엄광로 16, 219동 1층 110호 (개금동, 개금현대아이상가)",383947.284798286,185065.676609901,영업/정상,https://pcmap.place.naver.com/restaurant/407071045/review/visitor#,부산진구,개금동,개금동 통큰아재식육,개금동 통큰아재식육 
434,5일장터,한식,,부산광역시 부산진구 부전동 152-12번지,"부산광역시 부산진구 동천로95번길 20-5, 1층 (부전동)",387740.427104947,186197.629737209,영업/정상,https://pcmap.place.naver.com/restaurant/1113210626/review/visitor#,부산진구,부전동,부전동 5일장터,부전동 5일장터 
435,호식이두마리치킨가야점,호프/통닭,,부산광역시 부산진구 가야동 500-8,"부산광역시 부산진구 가야공원로52번길 4, 1층 (가야동)",384896.634728896,185174.202763589,영업/정상,,부산진구,가야동,가야동 호식이두마리치킨가야점,가야동 호식이두마리치킨가야점 
436,징기스,경양식,051-808-2357,부산광역시 부산진구 부전동 168-408번지 지상1층,"부산광역시 부산진구 동천로95번길 11, 지상1층 (부전동)",387780.629504448,186160.757035504,영업/정상,,부산진구,부전동,부전동 징기스,부전동 징기스 051-808-2357
437,디토,한식,051-8051876,부산광역시 부산진구 전포동 207-10,"부산광역시 부산진구 서전로58번길 8, 1층 (전포동)",388181.140260244,186205.464494214,영업/정상,,부산진구,전포동,전포동 디토,전포동 디토 051-8051876
438,정성이가득찬집밥,분식,051-8024942,부산광역시 부산진구 부전동 415-2 지상1층전부,"부산광역시 부산진구 부전로111번길 19 (부전동, 지상1층전부)",387049.114495964,186447.692807655,영업/정상,,부산진구,부전동,부전동 정성이가득찬집밥,부전동 정성이가득찬집밥 051-8024942
439,명동찌개마을,한식,,부산광역시 부산진구 양정동 257-5번지 지상1층전부,"부산광역시 부산진구 동평로405번길 111 (양정동, 지상1층전부)",388735.373914567,188518.979656138,영업/정상,,부산진구,양정동,양정동 명동찌개마을,양정동 명동찌개마을 
440,로또식당,기타,,부산광역시 부산진구 부전동 341-57번지 지상4층일부,"부산광역시 부산진구 중앙대로 773 (부전동, 지상4층일부)",387765.879186768,186625.087608568,영업/정상,,부산진구,부전동,부전동 로또식당,부전동 로또식당 
441,경남가든,한식,,부산광역시 부산진구 당감동 335-1 1층,"부산광역시 부산진구 당감서로 59, 1층 (당감동)",385466.476344853,187060.125694528,영업/정상,https://pcmap.place.naver.com/restaurant/1125573605/review/visitor#,부산진구,당감동,당감동 경남가든,당감동 경남가든 
442,포르몬,한식,051-8080382,부산광역시 부산진구 전포동 202-1,"부산광역시 부산진구 서전로67번길 7, 1층 (전포동)",388277.332812726,186283.552518345,영업/정상,https://pcmap.place.naver.com/restaurant/1141180872/review/visitor#,부산진구,전포동,전포동 포르몬,전포동 포르몬 051-8080382
443,덕이분식,분식,051-802-7275,"부산광역시 부산진구 부전동 256-6번지 외 1필지, 지상1층 서면시장","부산광역시 부산진구 서면로 56, 지상1층 (부전동, 서면시장 내)",387468.48013598,185990.346086723,영업/정상,https://pcmap.place.naver.com/restaurant/1081799029/review/visitor#,부산진구,부전동,부전동 덕이분식,부전동 덕이분식 051-802-7275
444,아수라발발타,기타,,부산광역시 부산진구 부전동 520-37번지,"부산광역시 부산진구 가야대로784번길 56-3, 3층 (부전동)",387357.187744431,185903.222837731,영업/정상,https://pcmap.place.naver.com/restaurant/97073803/review/visitor#,부산진구,부전동,부전동 아수라발발타,부전동 아수라발발타 
445,솔내음한정식,한식,051-8092626,부산광역시 부산진구 부전동 406-33 동강빌딩,"부산광역시 부산진구 서면문화로 35, 동강빌딩 1,2,3층 (부전동)",387208.090516356,186491.500099885,영업/정상,https://pcmap.place.naver.com/restaurant/81072199/review/visitor#,부산진구,부전동,부전동 솔내음한정식,부전동 솔내음한정식 051-8092626
446,에머이(emoi)롯데서면점,"외국음식전문점(인도,태국등)",02-7330588,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점 부산본점)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1310575713/review/visitor#,부산진구,부전동,부전동 에머이(emoi)롯데서면점,부전동 에머이(emoi)롯데서면점 02-7330588
447,수복식당,한식,051-802-1990,부산광역시 부산진구 부전동 255-20번지 지상1층,"부산광역시 부산진구 중앙대로 701-8, 지상1층 (부전동)",387511.663802447,185971.824547287,영업/정상,https://pcmap.place.naver.com/restaurant/1117485924/review/visitor#,부산진구,부전동,부전동 수복식당,부전동 수복식당 051-802-1990
448,홍유단,중국식,051-808-4001,"부산광역시 부산진구 부전동 524-43 (외 1필지), 지상2층","부산광역시 부산진구 부전로 34, 지상2층 (부전동)",387318.866164103,185731.001359539,영업/정상,https://pcmap.place.naver.com/restaurant/35735914/review/visitor#,부산진구,부전동,부전동 홍유단,부전동 홍유단 051-808-4001
449,서가네오리,식육(숯불구이),,부산광역시 부산진구 가야동 471-3번지,"부산광역시 부산진구 가야공원로 83-33, 1,2층 (가야동)",384819.330609685,184753.373418818,영업/정상,https://pcmap.place.naver.com/restaurant/36890795/review/visitor#,부산진구,가야동,가야동 서가네오리,가야동 서가네오리 
450,오군키친,경양식,,부산광역시 부산진구 부전동 414-7 지상1층일부,"부산광역시 부산진구 부전로111번길 18 (부전동, 지상1층일부)",387059.601051297,186467.374649788,영업/정상,,부산진구,부전동,부전동 오군키친,부전동 오군키친 
451,명성,한식,051-9041775,부산광역시 부산진구 부전동 394-16,"부산광역시 부산진구 새싹로 30, 1층 109,110호 (부전동, 경동파크타워)",387381.306373128,186540.205085093,영업/정상,,부산진구,부전동,부전동 명성,부전동 명성 051-9041775
452,골목집,한식,,부산광역시 부산진구 부암동 649-5번지 1층,,385886.561796634,187158.751906571,영업/정상,,부산진구,부암동,부암동 골목집,부암동 골목집 
453,헉(HUK),경양식,,부산광역시 부산진구 전포동 686-3번지,"부산광역시 부산진구 전포대로199번길 12, 1층 (전포동)",388047.674674054,185896.313518949,영업/정상,https://pcmap.place.naver.com/restaurant/36932267/review/visitor#,부산진구,전포동,전포동 헉(HUK),전포동 헉(HUK) 
454,고봉김밥,한식,,부산광역시 부산진구 전포동 668-1,"부산광역시 부산진구 동천로 92, 1층 (전포동, 엔씨)",387920.292113406,186157.316240541,영업/정상,,부산진구,전포동,전포동 고봉김밥,전포동 고봉김밥 
455,일월육일 서면점,경양식,,부산광역시 부산진구 부전동 168-434 지상1층,"부산광역시 부산진구 중앙대로680번가길 80-12, 지상1층 (부전동)",387752.31480908,186110.419147612,영업/정상,https://pcmap.place.naver.com/restaurant/1919958227/review/visitor#,부산진구,부전동,부전동 일월육일 서면점,부전동 일월육일 서면점 
456,서면베스트,기타,,부산광역시 부산진구 부전동 347-67번지 지상3층일부,"부산광역시 부산진구 부전로162번길 27 (부전동, 지상3층일부)",387587.94215526,186662.823831966,영업/정상,,부산진구,부전동,부전동 서면베스트,부전동 서면베스트 
457,전포목살,식육(숯불구이),,부산광역시 부산진구 전포동 591-13,"부산광역시 부산진구 동성로 134, 1층 (전포동)",388038.993047274,186593.724101102,영업/정상,,부산진구,전포동,전포동 전포목살,전포동 전포목살 
458,킴스팝,호프/통닭,,부산광역시 부산진구 부전동 168-451번지 지상2층 61598-1,"부산광역시 부산진구 중앙대로702번길 43, 지상2층 (부전동, 61598-1)",387772.924812945,186000.085967975,영업/정상,,부산진구,부전동,부전동 킴스팝,부전동 킴스팝 
459,한상보리밥 돌솥비빔밥,한식,,부산광역시 부산진구 초읍동 207-14 지상1층전부,"부산광역시 부산진구 성지로 95 (초읍동, 지상1층전부)",386927.999124682,188554.207137208,영업/정상,https://pcmap.place.naver.com/restaurant/1257026880/review/visitor#,부산진구,초읍동,초읍동 한상보리밥 돌솥비빔밥,초읍동 한상보리밥 돌솥비빔밥 
460,신룽푸마라탕,중국식,051-8056607,부산광역시 부산진구 부전동 187-15 지상2층,"부산광역시 부산진구 중앙대로692번길 21 (부전동, 지상2층)",387686.712000347,185883.190279703,영업/정상,https://pcmap.place.naver.com/restaurant/1241996100/review/visitor#,부산진구,부전동,부전동 신룽푸마라탕,부전동 신룽푸마라탕 051-8056607
461,부자집생고기,한식,051-8098628,부산광역시 부산진구 초읍동 347-19번지 1층,"부산광역시 부산진구 월드컵대로472번길 64, 1층 (초읍동)",386521.129538876,189222.709516354,영업/정상,,부산진구,초읍동,초읍동 부자집생고기,초읍동 부자집생고기 051-8098628
462,꼬기만땅 점보비빔밥,경양식,051-8077977,부산광역시 부산진구 전포동 646-1,"부산광역시 부산진구 동천로132번길 34, 102일부호 (전포동, 서면해피투모로우)",387994.294686737,186502.87585212,영업/정상,https://pcmap.place.naver.com/restaurant/1843122656/review/visitor#,부산진구,전포동,전포동 꼬기만땅 점보비빔밥,전포동 꼬기만땅 점보비빔밥 051-8077977
463,강나루,한식,051-8976909,부산광역시 부산진구 당감동 300-20번지,"부산광역시 부산진구 동평로 102-1, 1층 (당감동)",385866.291227811,187044.931402351,영업/정상,,부산진구,당감동,당감동 강나루,당감동 강나루 051-8976909
464,크리미,경양식,,부산광역시 부산진구 전포동 680-8 1층 107호,"부산광역시 부산진구 서전로38번길 43-13, 1층 107호 (전포동)",388052.559709772,186038.138147119,영업/정상,,부산진구,전포동,전포동 크리미,전포동 크리미 
465,(취하여머무르는곳)정류장,기타,,부산광역시 부산진구 전포동 591-8,"부산광역시 부산진구 동성로 136, 1층 일부 101호 (전포동, 토포필리아센트럴)",388037.947378996,186602.739832314,영업/정상,,부산진구,전포동,전포동 (취하여머무르는곳)정류장,전포동 (취하여머무르는곳)정류장 
466,해송,분식,,부산광역시 부산진구 가야동 82-13번지,"부산광역시 부산진구 가야대로587번길 9, 1층 (가야동)",385442.614529376,185903.557539328,영업/정상,,부산진구,가야동,가야동 해송,가야동 해송 
467,핫토리라멘,한식,,부산광역시 부산진구 전포동 680-8,"부산광역시 부산진구 서전로38번길 43-13, 1층 109호 (전포동)",388052.559709772,186038.138147119,영업/정상,,부산진구,전포동,전포동 핫토리라멘,전포동 핫토리라멘 
468,강가네손만두칼국수,분식,051-6334644,부산광역시 부산진구 범천동 857-7,"부산광역시 부산진구 중앙대로 630-1, 1층 (범천동)",387613.026840575,185251.430598754,영업/정상,,부산진구,범천동,범천동 강가네손만두칼국수,범천동 강가네손만두칼국수 051-6334644
469,7번가피자개금주례점,기타,051-8937707,부산광역시 부산진구 개금동 523-19,"부산광역시 부산진구 복지로 24, 1층 (개금동)",384002.914304271,185407.375920736,영업/정상,,부산진구,개금동,개금동 7번가피자개금주례점,개금동 7번가피자개금주례점 051-8937707
470,모모이로,한식,,부산광역시 부산진구 부전동 149-17 지상2층,"부산광역시 부산진구 동천로95번길 8, 지상2층 (부전동)",387797.872563091,186186.450306624,영업/정상,https://pcmap.place.naver.com/restaurant/1016299891/review/visitor#,부산진구,부전동,부전동 모모이로,부전동 모모이로 
471,고백신,한식,,부산광역시 부산진구 부전동 168-155 지상2층,"부산광역시 부산진구 서전로10번길 31-14, 지상2층 (부전동)",387660.389876615,186042.153731845,영업/정상,,부산진구,부전동,부전동 고백신,부전동 고백신 
472,삼수집,식육(숯불구이),,부산광역시 부산진구 당감동 333,"부산광역시 부산진구 당감서로 58, 1층 (당감동)",385514.307676331,187068.237470505,영업/정상,https://pcmap.place.naver.com/restaurant/1248772637/review/visitor#,부산진구,당감동,당감동 삼수집,당감동 삼수집 
473,완미족발 개금점,호프/통닭,,부산광역시 부산진구 개금동 554-14 지상1층일부,"부산광역시 부산진구 냉정로 190-1 (개금동, 지상1층일부)",384078.381742859,185308.039020053,영업/정상,,부산진구,개금동,개금동 완미족발 개금점,개금동 완미족발 개금점 
474,NEW TAKO(뉴타코),경양식,,부산광역시 부산진구 전포동 686-3 지상1층일부,"부산광역시 부산진구 전포대로199번길 12 (전포동, 지상1층일부)",388047.674674054,185896.313518949,영업/정상,,부산진구,전포동,전포동 NEW TAKO(뉴타코),전포동 NEW TAKO(뉴타코) 
475,마산생아구찜,기타,,부산광역시 부산진구 범천동 839-410번지,"부산광역시 부산진구 자유평화로 21-4, 1층 (범천동)",387889.016847321,184447.583584687,영업/정상,,부산진구,범천동,범천동 마산생아구찜,범천동 마산생아구찜 
476,텐퍼센트양정점(강민주),경양식,,부산광역시 부산진구 양정동 353-5,"부산광역시 부산진구 중앙대로 906, 1층 (양정동)",388517.880818678,187728.158626038,영업/정상,,부산진구,양정동,양정동 텐퍼센트양정점(강민주),양정동 텐퍼센트양정점(강민주) 
477,태평양장어구이,한식,,부산광역시 부산진구 양정동 397-6번지,"부산광역시 부산진구 동평로406번길 44, 1층 (양정동)",388394.184503341,187813.767511935,영업/정상,https://pcmap.place.naver.com/restaurant/1689986190/review/visitor#,부산진구,양정동,양정동 태평양장어구이,양정동 태평양장어구이 
478,달콤한놀이터,분식,051-804-0903,부산광역시 부산진구 부전동 168-367번지 지상4층,"부산광역시 부산진구 동천로95번길 13, 지상4층 (부전동)",387771.241671418,186160.270236346,영업/정상,https://pcmap.place.naver.com/restaurant/1667383244/review/visitor#,부산진구,부전동,부전동 달콤한놀이터,부전동 달콤한놀이터 051-804-0903
479,정덕 곰탕,식육(숯불구이),051-8913455,부산광역시 부산진구 가야동 459-31,"부산광역시 부산진구 엄광로 165, 1층 (가야동)",385171.514071223,185112.655407587,영업/정상,,부산진구,가야동,가야동 정덕 곰탕,가야동 정덕 곰탕 051-8913455
480,깨꼬닥,한식,051--8921182,부산광역시 부산진구 개금동 650 1층,"부산광역시 부산진구 가야대로406번길 14, 1층 (개금동)",383734.104798846,185431.534001048,영업/정상,,부산진구,개금동,개금동 깨꼬닥,개금동 깨꼬닥 051--8921182
481,해피푸드서비스,한식,,부산광역시 부산진구 범전동 383-16,"부산광역시 부산진구 범전로10번길 50, 1층 (범전동)",388049.456258227,187162.347952296,영업/정상,https://pcmap.place.naver.com/restaurant/35075767/review/visitor#,부산진구,범전동,범전동 해피푸드서비스,범전동 해피푸드서비스 
482,목로,기타,07078189925,부산광역시 부산진구 초읍동 281-7번지 지상1층일부,"부산광역시 부산진구 새싹로 267 (초읍동, 지상1층일부)",386426.894340056,188665.274519439,영업/정상,,부산진구,초읍동,초읍동 목로,초읍동 목로 07078189925
483,건일숯불갈비,한식,,부산광역시 부산진구 초읍동 278-25 1층,"부산광역시 부산진구 초읍천로108번길 69, 1층 (초읍동)",386417.716689474,188523.97851323,영업/정상,https://pcmap.place.naver.com/restaurant/1366021791/review/visitor#,부산진구,초읍동,초읍동 건일숯불갈비,초읍동 건일숯불갈비 
484,청년다방 서면점,한식,051-8028814,부산광역시 부산진구 부전동 195-1 지상1층,"부산광역시 부산진구 중앙대로 686, 지상1층 (부전동)",387617.070073316,185805.778837354,영업/정상,,부산진구,부전동,부전동 청년다방 서면점,부전동 청년다방 서면점 051-8028814
485,동궁찜닭가야개금점,식육(숯불구이),,부산광역시 부산진구 개금동 540-51 다온미즈1층 101호,"부산광역시 부산진구 복지로 57 (개금동, 다온미즈1층 101호)",384081.538687718,185067.440279965,영업/정상,,부산진구,개금동,개금동 동궁찜닭가야개금점,개금동 동궁찜닭가야개금점 
486,맛나감자탕,기타,051-8937742,부산광역시 부산진구 개금동 511-1 개금메디칼빌딩 지상2층일부,"부산광역시 부산진구 가야대로 451 (개금동, 개금메디칼빌딩 지상2층일부)",384150.46166498,185697.067178045,영업/정상,,부산진구,개금동,개금동 맛나감자탕,개금동 맛나감자탕 051-8937742
487,담스,호프/통닭,,부산광역시 부산진구 부전동 168-1 지상2층,"부산광역시 부산진구 동천로95번길 5, 지상2층 (부전동)",387808.05376206,186161.474486038,영업/정상,https://pcmap.place.naver.com/restaurant/222151458/review/visitor#,부산진구,부전동,부전동 담스,부전동 담스 
488,묵고싶은포차,기타,,부산광역시 부산진구 개금동 523-62번지 지상1층일부,"부산광역시 부산진구 복지로 26 (개금동, 지상1층일부)",384005.136501308,185392.460824061,영업/정상,https://pcmap.place.naver.com/restaurant/1960476079/review/visitor#,부산진구,개금동,개금동 묵고싶은포차,개금동 묵고싶은포차 
489,우리생고기,한식,,부산광역시 부산진구 범천동 841-207,"부산광역시 부산진구 범일로142번길 43-2, 1층 (범천동)",387831.585322882,184576.752247033,영업/정상,https://pcmap.place.naver.com/restaurant/1331075329/review/visitor#,부산진구,범천동,범천동 우리생고기,범천동 우리생고기 
490,오성가든,한식,,부산광역시 부산진구 부전동 168-325번지 지상1층,"부산광역시 부산진구 동천로85번길 14-6, 지상1층 (부전동)",387777.004916257,186098.552614329,영업/정상,https://pcmap.place.naver.com/restaurant/1412710235/review/visitor#,부산진구,부전동,부전동 오성가든,부전동 오성가든 
491,빈즈비어,호프/통닭,,부산광역시 부산진구 개금동 177-251번지 지상1층일부,"부산광역시 부산진구 복지로13번길 23 (개금동, 지상1층일부)",384148.693766275,185527.035375056,영업/정상,https://pcmap.place.naver.com/restaurant/1824424685/review/visitor#,부산진구,개금동,개금동 빈즈비어,개금동 빈즈비어 
492,한정식당,한식,051-8538366,부산광역시 부산진구 양정동 397-1번지,"부산광역시 부산진구 거제대로48번길 20, 퀸즈팰리스 2동 1층 114호 (양정동)",388382.74324018,187887.636637834,영업/정상,,부산진구,양정동,양정동 한정식당,양정동 한정식당 051-8538366
493,통영바다장어구이,한식,,부산광역시 부산진구 범천동 840-11번지,"부산광역시 부산진구 범일로142번길 46-1, 1층 (범천동)",387839.366495835,184553.069051476,영업/정상,,부산진구,범천동,범천동 통영바다장어구이,범천동 통영바다장어구이 
494,영아네식당,한식,051-8956554,부산광역시 부산진구 개금동 796번지 개금롯데캐슬상가2동 비108호,"부산광역시 부산진구 개금온정로 10 (개금동, 개금롯데캐슬상가2동 비108호)",384603.385142206,185799.475455775,영업/정상,https://pcmap.place.naver.com/restaurant/1761641242/review/visitor#,부산진구,개금동,개금동 영아네식당,개금동 영아네식당 051-8956554
495,꼬마김밥,김밥(도시락),,부산광역시 부산진구 초읍동 645-17번지 지상2층일부,"부산광역시 부산진구 초읍천로 111-1 (초읍동, 지상2층일부)",386350.629444649,188897.712544851,영업/정상,,부산진구,초읍동,초읍동 꼬마김밥,초읍동 꼬마김밥 
